id,tipo,ambiente,area_m2,configuracao,acabamento,descricao,origem
331,Casa,Lavabo,3.0,1Q+1B,Médio,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
332,Casa,Lavabo,3.0,2Q+1B,Médio,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
333,Casa,Lavabo,3.0,1Q+1B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
334,Casa,Lavabo,3.0,2Q+1B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
335,Casa,Lavabo,4,1Q+1B,Médio,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
336,Casa,Lavabo,4,2Q+1B,Médio,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
337,Casa,Lavabo,4,1Q+1B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
338,Casa,Lavabo,4,2Q+1B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
339,Casa,Banheiro,3.0,1Q+1B,Popular,"Banheiro econômico casa: pintura de azulejos, troca de louças básicas, rejunte novo, torneira econômica e box simples",expandido
340,Casa,Banheiro,3.0,2Q+1B,Popular,"Banheiro econômico casa: pintura de azulejos, troca de louças básicas, rejunte novo, torneira econômica e box simples",expandido
341,Casa,Banheiro social,4.0,1Q+1B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
342,Casa,Banheiro social,4.0,2Q+1B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
343,Casa,Banheiro social,4.0,1Q+1B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
344,Casa,Banheiro social,4.0,2Q+1B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
345,Casa,Banheiro social,5.0,1Q+1B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
346,Casa,Banheiro social,5.0,2Q+1B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
347,Casa,Banheiro social,5.0,1Q+1B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
348,Casa,Banheiro social,5.0,2Q+1B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
349,Casa,Banheiro social,7.0,1Q+1B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
350,Casa,Banheiro social,7.0,2Q+1B,Popular,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
351,Casa,Banheiro social,7.0,1Q+1B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
352,Casa,Banheiro social,7.0,2Q+1B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
353,Casa,Quarto,10.0,1Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
354,Casa,Quarto,10.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
355,Casa,Quarto,20.0,1Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
356,Casa,Quarto,20.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
357,Casa,Quarto,14.0,1Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
358,Casa,Quarto,14.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",base
359,Casa,Quarto,16.0,1Q+1B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
360,Casa,Quarto,16.0,2Q+1B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
361,Casa,Quarto,16.0,1Q+1B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
362,Casa,Quarto,16.0,2Q+1B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
363,Casa,Quarto,11.0,1Q+1B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
364,Casa,Quarto,11.0,2Q+1B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
365,Casa,Quarto,11.0,1Q+1B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
366,Casa,Quarto,11.0,2Q+1B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
367,Casa,Quarto,22.0,1Q+1B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
368,Casa,Quarto,22.0,2Q+1B,Popular,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
369,Casa,Quarto,22.0,1Q+1B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
370,Casa,Quarto,22.0,2Q+1B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
371,Casa,Suíte master,16,1Q+1B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
372,Casa,Suíte master,16,2Q+1B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
373,Casa,Suíte master,16,1Q+1B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
374,Casa,Suíte master,16,2Q+1B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
375,Casa,Suíte master,20.0,1Q+1B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
376,Casa,Suíte master,20.0,2Q+1B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
377,Casa,Suíte master,20.0,1Q+1B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
378,Casa,Suíte master,20.0,2Q+1B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
379,Casa,Suíte master,28.0,1Q+1B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
380,Casa,Suíte master,28.0,2Q+1B,Médio,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
381,Casa,Suíte master,28.0,1Q+1B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
382,Casa,Suíte master,28.0,2Q+1B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
383,Casa,Quarto solteiro,8.0,1Q+1B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
384,Casa,Quarto solteiro,8.0,2Q+1B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
385,Casa,Quarto solteiro,12.0,1Q+1B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
386,Casa,Quarto solteiro,12.0,2Q+1B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
387,Casa,Quarto solteiro,15,1Q+1B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
388,Casa,Quarto solteiro,15,2Q+1B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
389,Casa,Quarto hóspedes,10.0,1Q+1B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
390,Casa,Quarto hóspedes,10.0,2Q+1B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
391,Casa,Quarto hóspedes,10.0,1Q+1B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
392,Casa,Quarto hóspedes,10.0,2Q+1B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
393,Casa,Quarto hóspedes,18,1Q+1B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
394,Casa,Quarto hóspedes,18,2Q+1B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
395,Casa,Quarto hóspedes,18,1Q+1B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
396,Casa,Quarto hóspedes,18,2Q+1B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
397,Casa,Quarto hóspedes,14.0,1Q+1B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
398,Casa,Quarto hóspedes,14.0,2Q+1B,Popular,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
399,Casa,Quarto hóspedes,14.0,1Q+1B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
400,Casa,Quarto hóspedes,14.0,2Q+1B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
401,Casa,Quarto empregada,8.0,1Q+1B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
402,Casa,Quarto empregada,8.0,2Q+1B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
403,Casa,Quarto empregada,11.0,1Q+1B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
404,Casa,Quarto empregada,11.0,2Q+1B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
405,Casa,Quarto empregada,6,1Q+1B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
406,Casa,Quarto empregada,6,2Q+1B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
407,Casa,Cozinha,8.0,1Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
408,Casa,Cozinha,8.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
409,Casa,Cozinha,17.0,1Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
410,Casa,Cozinha,17.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
411,Casa,Cozinha,12.0,1Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
412,Casa,Cozinha,12.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",base
413,Casa,Cozinha,16.0,1Q+1B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
414,Casa,Cozinha,16.0,2Q+1B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
415,Casa,Cozinha,16.0,1Q+1B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
416,Casa,Cozinha,16.0,2Q+1B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
417,Casa,Cozinha,11.0,1Q+1B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
418,Casa,Cozinha,11.0,2Q+1B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
419,Casa,Cozinha,11.0,1Q+1B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
420,Casa,Cozinha,11.0,2Q+1B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
421,Casa,Cozinha,22.0,1Q+1B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
422,Casa,Cozinha,22.0,2Q+1B,Popular,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
423,Casa,Cozinha,22.0,1Q+1B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
424,Casa,Cozinha,22.0,2Q+1B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
425,Casa,Cozinha,30,1Q+1B,Médio,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
426,Casa,Cozinha,30,2Q+1B,Médio,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
427,Casa,Cozinha,30,1Q+1B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
428,Casa,Cozinha,30,2Q+1B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
429,Casa,Cozinha,22.0,1Q+1B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
430,Casa,Cozinha,22.0,2Q+1B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
431,Casa,Cozinha,15.0,1Q+1B,Médio,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
432,Casa,Cozinha,15.0,2Q+1B,Médio,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
433,Casa,Cozinha,15.0,1Q+1B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
434,Casa,Cozinha,15.0,2Q+1B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
435,Casa,Copa,8.0,1Q+1B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
436,Casa,Copa,8.0,2Q+1B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
437,Casa,Copa,8.0,1Q+1B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
438,Casa,Copa,8.0,2Q+1B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
439,Casa,Copa,11.0,1Q+1B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
440,Casa,Copa,11.0,2Q+1B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
441,Casa,Copa,11.0,1Q+1B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
442,Casa,Copa,11.0,2Q+1B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
443,Casa,Copa,6,1Q+1B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
444,Casa,Copa,6,2Q+1B,Popular,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
445,Casa,Copa,6,1Q+1B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
446,Casa,Copa,6,2Q+1B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
447,Casa,Sala,25.0,1Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
448,Casa,Sala,25.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",base
449,Casa,Sala,18.0,1Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
450,Casa,Sala,18.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
451,Casa,Sala,35.0,1Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
452,Casa,Sala,35.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
453,Casa,Sala,24.0,1Q+1B,Popular,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
454,Casa,Sala,24.0,2Q+1B,Popular,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
455,Casa,Sala,24.0,1Q+1B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
456,Casa,Sala,24.0,2Q+1B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
457,Casa,Sala,49.0,1Q+1B,Popular,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
458,Casa,Sala,49.0,2Q+1B,Popular,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
459,Casa,Sala,49.0,1Q+1B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
460,Casa,Sala,49.0,2Q+1B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
461,Casa,Sala,35.0,1Q+1B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
462,Casa,Sala,35.0,2Q+1B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
463,Casa,Living integrado,40,1Q+1B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
464,Casa,Living integrado,40,2Q+1B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
465,Casa,Living integrado,40,1Q+1B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
466,Casa,Living integrado,40,2Q+1B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
467,Casa,Living integrado,50.0,1Q+1B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
468,Casa,Living integrado,50.0,2Q+1B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
469,Casa,Living integrado,50.0,1Q+1B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
470,Casa,Living integrado,50.0,2Q+1B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
471,Casa,Living integrado,70.0,1Q+1B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
472,Casa,Living integrado,70.0,2Q+1B,Médio,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
473,Casa,Living integrado,70.0,1Q+1B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
474,Casa,Living integrado,70.0,2Q+1B,Luxo,"Living completo: porcelanato grande formato, pé-direito duplo (se existente) com luminária pendente, lareira ecológica, automação completa e marcenaria de TV premium",expandido
475,Casa,Sala,20.0,1Q+1B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
476,Casa,Sala,20.0,2Q+1B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
477,Casa,Sala,28.0,1Q+1B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
478,Casa,Sala,28.0,2Q+1B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
479,Casa,Sala,14.0,1Q+1B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
480,Casa,Sala,14.0,2Q+1B,Popular,"Sala família: pintura, piso cerâmico, luminárias LED e organização de móveis",expandido
481,Casa,Lavanderia,8.0,1Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",expandido
482,Casa,Lavanderia,8.0,2Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",base
483,Casa,Lavanderia,11.0,1Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",expandido
484,Casa,Lavanderia,11.0,2Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",expandido
485,Casa,Lavanderia,6.0,1Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",expandido
486,Casa,Lavanderia,6.0,2Q+1B,Popular,"Área de serviço casa: piso cerâmico, tanque, bancada simples, prateleiras e varal",expandido
487,Casa,Lavanderia,8.0,1Q+1B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
488,Casa,Lavanderia,8.0,2Q+1B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
489,Casa,Lavanderia,12.0,1Q+1B,Popular,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
490,Casa,Lavanderia,12.0,2Q+1B,Popular,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
491,Casa,Lavanderia,12.0,1Q+1B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
492,Casa,Lavanderia,12.0,2Q+1B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
493,Casa,Lavanderia,15,1Q+1B,Popular,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
494,Casa,Lavanderia,15,2Q+1B,Popular,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
495,Casa,Lavanderia,15,1Q+1B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
496,Casa,Lavanderia,15,2Q+1B,Médio,"Lavanderia completa: piso porcelanato, armários planejados, bancada com cuba, espaço para lava e seca, iluminação adequada e ventilação natural ou mecânica",expandido
497,Casa,Área gourmet,20.0,1Q+1B,Popular,"Espaço gourmet: churrasqueira em alvenaria ou pré-moldada, bancada, cuba, armários, revestimento resistente, iluminação e piso antiderrapante",expandido
